alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1747994961.9883,elite,2420.8521810234,1696967206.4114,"AS57814 Cloud 9 Ltd.",Cloud9,Tbilisi,Asia,AS,Georgia,GE,,false,datacenter,41.6959,44.832,false,,true,Tbilisi,success,Asia/Tbilisi,,1747786978,1747994961.9883,4145,socks4,185.139.56.133:4145,true,313.60721588135,58439,370301,13.630405373886,185.139.56.133
true,1747994884.9958,elite,1447.564473519,1747307029.3927,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1747667706,1747994961.9083,27913,http,67.43.228.250:27913,false,361.28735542297,13,3220,0.40210330961955,67.43.228.250
true,1747994961.7649,transparent,6378.4321663924,1721610571.2948,"AS133360 PT Awinet Global Mandiri",IDNIC-AWINET-AS-ID,Cilegon,Asia,AS,Indonesia,ID,,false,"PT Awinet Global Mandiri",-6.0147,106.0539,false,,true,Banten,success,Asia/Jakarta,42411,1747787186,1747994961.7649,8080,http,103.36.10.223:8080,false,14230.065822601,10238,159638,6.0267489227436,103.36.10.223
true,1747994960.8588,elite,5532.7341218949,1738857829.276,"AS38203 ADN Telecom Ltd.",ADNTELECOMLTD-BD,Chittagong,Asia,AS,Bangladesh,BD,,false,"ADN Telecom Ltd.",22.3384,91.8317,false,"InGen Technology Ltd",true,Chittagong,success,Asia/Dhaka,4000,1747930507,1747994960.8588,28022,http,103.81.175.218:28022,false,4820.0581073761,11477,116954,8.9363159984739,103.81.175.218
true,1747994960.5339,transparent,6981.4557005817,1746070816.235,"AS4788 TM TECHNOLOGY SERVICES SDN. BHD.",TTSSB-MY,"Kuala Lumpur",Asia,AS,Malaysia,MY,,false,"TM TECHNOLOGY SERVICES SDN BHD",3.1408,101.6852,false,"Adsl Streamyx",true,"Kuala Lumpur",success,Asia/Kuala_Lumpur,50515,1747885882,1747994960.5339,8080,http,175.141.90.207:8080,false,12337.779521942,2614,32252,7.4972752825102,175.141.90.207
true,1747994960.5168,transparent,6585.9206224679,1744431103.8383,"AS149240 Megatel Networks Private Limited",MNPL-AS-IN,Noida,Asia,AS,India,IN,,false,"Megatel Networks Private Limited",28.5759,77.3345,false,"Megatel Networks Private Limited",true,"Uttar Pradesh",success,Asia/Kolkata,201301,1747455546,1747994960.5168,8080,http,103.178.176.166:8080,false,8030.3816795349,3962,53916,6.8454334980476,103.178.176.166
true,1747994960.4606,elite,3491.9079360017,1747892868.167,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Tencent Cloud Computing (Beijing) Co",1.35208,103.82,false,"Aceville Pte.ltd",false,"North West",success,Asia/Singapore,858877,1747893216,1747994960.4606,7654,http,129.226.89.234:7654,false,10134.685277939,949,895,51.46420824295,129.226.89.234
true,1747994960.4506,transparent,8878.1345166658,1735162897.9638,"AS265662 TLINK SPA","TLINK SPA",Santiago,"South America",SA,Chile,CL,,false,"Tlink SPA",-33.4521,-70.6536,false,,true,"Santiago Metropolitan",success,America/Santiago,34033,1747547624,1747994960.4506,999,http,45.4.2.192:999,false,8799.2467880249,190,8564,2.1704363719443,45.4.2.192
true,1747994657.8313,elite,3462.2133542033,1745710733.7487,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanchangshi,Asia,AS,China,CN,,false,Chinanet,28.591,115.833,false,"FZ HD Geological College",false,Jiangxi,success,Asia/Shanghai,,1747840069,1747994959.9591,2324,http,202.101.213.117:2324,false,1017.7102088928,103,17141,0.59730920900023,202.101.213.117
true,1747994959.807,elite,2940.6146163216,1730482263.1555,"AS46997 Black Mesa Corporation",NATOLAB,"San Jose","North America",NA,"United States",US,,false,,37.3387,-121.8852,false,"Black Mesa Corporation",true,California,success,America/Los_Angeles,,1747787595,1747994959.807,80,http,23.247.136.248:80,false,4358.1655025482,69430,64490,51.844384707288,23.247.136.248
true,1747994841.0368,transparent,6284.0101596403,1742321325.4411,"AS270172 Guillermo Robles Ramirez","Guillermo Robles Ramirez","San José Iturbide","North America",NA,Mexico,MX,,false,"Guillermo Robles Ramirez",20.9833,-100.4299,false,"Open TI",true,Guanajuato,success,America/Mexico_City,37980,1747765057,1747994959.6401,999,http,38.65.172.81:999,false,8585.6144428253,33226,50316,39.771611883843,38.65.172.81
true,1747994959.512,transparent,6690.36213783,1747732847.3707,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,Lampang,Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",18.3001,99.511,false,"Triple T Broadband Public Company Limited",false,Lampang,success,Asia/Bangkok,52000,1747732848,1747994959.512,8080,http,49.49.58.125:8080,false,8843.7044620514,457,4276,9.6556095499683,49.49.58.125
true,1747994959.4914,transparent,6485.8122482232,1711048996.1743,"AS136290 Country Online Services PVT LTD",COUNTRYONLINE-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Country Online Services PVT LTD",17.3843,78.4583,false,"Country Online Services PVT LTD",true,Telangana,success,Asia/Kolkata,500063,1747786203,1747994959.4914,83,http,103.48.69.225:83,false,10468.838453293,26719,530911,4.7915284328318,103.48.69.225
true,1747994958.7821,transparent,6902.6389925376,1747579865.3539,"AS3269 Telecom Italia S.p.A.",ASN-IBSNAZ,Rome,Europe,EU,Italy,IT,,false,"Telecom Italia S.p.A.",41.8905,12.5127,false,INTERBUSINESS,false,Lazio,success,Europe/Rome,00199,1747580187,1747994958.7821,8080,http,212.216.141.219:8080,false,10182.015657425,460,7154,6.0415024954032,212.216.141.219
true,1747994909.3331,transparent,6341.7356892205,1747121960.7239,"AS16509 Amazon.com, Inc.",AMAZON-02,Portland,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",45.5235,-122.676,false,"AWS EC2 (us-west-2)",false,Oregon,success,America/Los_Angeles,97207,1747726792,1747994958.6638,3128,http,52.12.8.60:3128,false,6838.8295173645,1165,13651,7.863120950324,52.12.8.60
true,1747994958.5358,elite,5327.0960327241,1719101635.9874,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba (US) Technology Co., Ltd.",36.7783,-119.418,false,"Alibaba.com LLC",true,California,success,America/Los_Angeles,,1747873655,1747994958.5358,18080,http,47.88.17.136:18080,false,3414.6630764008,17425,386721,4.3115606736179,47.88.17.136
true,1747994848.0706,elite,2680.5852755156,1747353737.2279,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,Singapore,Asia,AS,Singapore,SG,Kallang,true,"Google LLC",1.3048,103.8622,false,"Google Cloud (asia-southeast1)",false,"Central Singapore",success,Asia/Singapore,190464,1747958561,1747994957.9298,443,http,34.87.109.175:443,false,2637.4049186707,8290,3626,69.570325612622,34.87.109.175
true,1747994957.6729,transparent,7034.9849041413,1738914341.4434,"AS270010 AIRWIZ PERU E.I.R.L","AIRWIZ PERU E.I.R.L",Chachapoyas,"South America",SA,Peru,PE,,false,"Airwiz Peru E.I.R.L",-6.2356,-77.8691,false,"Airwiz Peru E.I.R.L",true,Amazonas,success,America/Lima,,1747988148,1747994957.6729,999,http,200.39.152.161:999,false,8939.3196105957,8439,118577,6.644044844744,200.39.152.161
true,1747994957.3823,elite,10460.347043971,1732882837.961,"AS721 DoD Network Information Center",DNIC-ASBLK-00721-00726,Columbus,"North America",NA,"United States",US,,false,"DoD Network Information Center",39.9819,-82.9048,false,"DoD Network Information Center",false,Ohio,success,America/New_York,43218,1747854990,1747994957.3823,1080,socks4,214.50.82.147:1080,true,8386.492729187,192,42127,0.45369692100475,214.50.82.147
true,1747994956.8601,transparent,6770.6896040507,1747348433.4332,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Ovejas,"South America",SA,Colombia,CO,,false,"IFX NETWORKS COLOMBIA",9.52716,-75.2287,false,"UFINET COLOMBIA, S. A",false,"Sucre Department",success,America/Bogota,701030,1747953289,1747994956.8601,999,http,190.60.52.109:999,false,9395.5178260803,638,11346,5.3237650200267,190.60.52.109
true,1747994875.2215,elite,3383.5774079989,1747734441.8702,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Shenzhen Tencent Computer Systems Company Limited",1.352,103.8198,false,"Tencent Cloud Computing",false,"North West",success,Asia/Singapore,858877,1747734442,1747994956.7281,7654,http,43.134.18.80:7654,false,1361.5317344666,1048,1951,34.944981660554,43.134.18.80
true,1747994603.8905,elite,315.00323141981,1745894850.6469,"AS49981 WorldStream",WorldStream,Naaldwijk,Europe,EU,"The Netherlands",NL,,true,"WorldStream B.V.",51.9968,4.2057,false,"WorldStream B.V",true,"South Holland",success,Europe/Amsterdam,2671,1747709397,1747994956.6908,80,http,190.2.143.81:80,false,83.209276199341,26078,10233,71.818457216821,190.2.143.81
true,1747994956.6566,transparent,5884.616949713,1710578778.1767,"AS208320 AIRMAX LLC",airmax,Tbilisi,Asia,AS,Georgia,GE,,false,"Airmax LLC",41.6959,44.832,false,,true,Tbilisi,success,Asia/Tbilisi,,1747786012,1747994956.6566,8080,http,45.143.108.10:8080,false,11808.147907257,12077,513304,2.2987127437041,45.143.108.10
true,1747994956.4956,transparent,6500.673588045,1747732988.2287,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,"Pak Kret",Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",13.8995,100.543,false,"Triple T Broadband Public Company Limited",false,Nonthaburi,success,Asia/Bangkok,11120,1747733000,1747994956.4956,8080,http,49.48.65.34:8080,false,10659.600019455,442,4288,9.3446088794926,49.48.65.34
true,1747994955.7794,transparent,5510.5292785296,1737969534.0946,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Hangzhou,Asia,AS,China,CN,,false,Chinanet,30.0464,119.954,false,"Pinghu Ybwgy LTD",true,Zhejiang,success,Asia/Shanghai,310000,1747785428,1747994955.7794,4999,http,61.164.204.130:4999,false,11160.178899765,53580,83219,39.166952974802,61.164.204.130
true,1747994955.5121,elite,4249.2936778462,1721728421.3016,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Ichikawa,Asia,AS,Japan,JP,,false,"NTT PC Communications, Inc.",35.7238,139.9369,false,"NTT PC Communications, Inc.",true,Chiba,success,Asia/Tokyo,272-0021,1747785244,1747994955.5121,80,http,160.248.7.177:80,false,3756.4375400543,85077,279485,23.336771248786,160.248.7.177
true,1747994955.4611,transparent,5218.4597903347,1747584210.5216,"AS24863 Link Egypt (Link.NET)",LINKdotNET-AS,Cairo,Africa,AF,Egypt,EG,,false,"Link Egypt (Link.NET)",30.0507,31.2489,true,,false,"Cairo Governorate",success,Africa/Cairo,,1747585645,1747994955.4611,1976,http,197.164.101.11:1976,false,2120.7559108734,791,6725,10.524215007983,197.164.101.11
true,1747994955.4573,elite,9933.5517392114,1719105182.8324,"AS19318 Interserver, Inc",IS-AS-1,Secaucus,"North America",NA,"United States",US,,true,"Interserver, Inc",40.7862,-74.0743,false,"Interserver, Inc",true,"New Jersey",success,America/New_York,07094,1747790141,1747994955.4573,14854,socks4,174.138.176.75:14854,true,3097.519159317,432,87152,0.4932407745707,174.138.176.75
true,1747994714.5477,elite,1599.1627622253,1747748893.2939,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shaoxing,Asia,AS,China,CN,"Yuecheng Qu",false,Chinanet,29.9983,120.583,false,,false,Zhejiang,success,Asia/Shanghai,312000,1747748894,1747994955.4482,8085,http,60.187.177.145:8085,false,1442.0747756958,3840,596,86.564472497746,60.187.177.145
true,1747994389.7049,elite,1158.5039946087,1738916595.2762,"AS55990 Huawei Cloud Service data center",HWCSNET,Shanghai,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",31.2304,121.4737,false,"Huawei Cloud Service",true,Shanghai,success,Asia/Shanghai,,1747989403,1747994955.1453,9094,http,119.3.113.152:9094,false,919.75259780884,123040,4670,96.343277738627,119.3.113.152
true,1747994823.7274,elite,3573.4212275502,1747665100.1343,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Shenzhen Tencent Computer Systems Company Limited",1.352,103.8198,false,"Tencent Cloud Computing",false,"North West",success,Asia/Singapore,858877,1747665102,1747994954.7863,7654,http,43.156.50.213:7654,false,392.88020133972,1686,2613,39.218422889044,43.156.50.213
true,1747973291.6039,elite,316.68998422221,1747364024.8159,"AS16276 OVH SAS",OVH,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"OVH SAS",50.1162,8.6693,false,"OVH GmbH",false,Hesse,success,Europe/Berlin,60306,1747968949,1747994954.3333,8081,http,57.129.81.201:8081,false,168.85757446289,11275,328,97.173144876325,57.129.81.201
true,1747994954.0633,transparent,6538.6741819442,1747500002.8672,"AS2856 British Telecommunications PLC",BT-UK-AS,Manchester,Europe,EU,"United Kingdom",GB,,false,"BT Public Internet Service",53.5123,-2.3143,false,,false,England,success,Europe/London,M27,1747503617,1747994954.0633,8080,http,86.180.158.25:8080,false,6310.0318908691,634,8438,6.9885361552028,86.180.158.25
true,1747994953.7907,transparent,6891.3439512253,1747732907.9684,"AS152052 PT Arsa Work Indonesia",IDNIC-ARSAWORK-AS-ID,"Cebu City",Asia,AS,Philippines,PH,,false,"PT Arsa Work Indonesia",10.33,123.899,true,TeraOne,false,"Central Visayas",success,Asia/Manila,6000,1747733374,1747994953.7907,8080,http,27.124.75.52:8080,false,5769.7649002075,395,4329,8.3615580016935,27.124.75.52
true,1747994953.6208,elite,8073.1798269086,1710544381.1187,"AS4766 Korea Telecom",KIXS-AS-KR,Seongbuk-gu,Asia,AS,"South Korea",KR,,false,"Korea Telecom",37.5961,127.0292,false,Kornet,true,Seoul,success,Asia/Seoul,028,1747786444,1747994953.6208,80,http,168.126.74.132:80,false,16748.914003372,26430,444265,5.6151010739438,168.126.74.132
true,1747994953.483,elite,820.3785489932,1696998827.3781,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1747959217,1747994953.483,4145,socks4,199.229.254.129:4145,true,718.54257583618,146449,296835,33.037285352054,199.229.254.129
true,1747994026.7913,elite,328.29942684217,1747897770.6979,"AS36352 HostPapa",AS-COLOCROSSING,Buffalo,"North America",NA,"United States",US,,true,HostPapa,42.8864,-78.8784,false,ColoUp,false,"New York",success,America/New_York,14205,1747897771,1747994953.3577,80,http,198.23.143.74:80,false,297.70421981812,1754,8,99.545970488082,198.23.143.74
true,1747994951.8146,transparent,7422.6010332278,1745978023.0952,"AS27951 Media Commerce Partners S.A","Media Commerce Partners S.A",Baranoa,"South America",SA,Colombia,CO,,false,"Media Commerce Partners S.A",10.7966,-74.9174,false,"Rosely De Jesus Aragon Pallares",true,Atlántico,success,America/Bogota,082020,1747792830,1747994951.8146,999,http,190.14.246.9:999,false,5139.1439437866,2014,34231,5.5566285004828,190.14.246.9
true,1747994951.2554,transparent,5261.9568873299,1745640458.7945,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba Cloud (Singapore) Private Limited",1.35208,103.82,false,"Alibaba.com Singapore E-Commerce Private Limited",true,"North West",success,Asia/Singapore,858877,1747454922,1747994951.2554,3128,http,8.222.235.39:3128,false,2919.1579818726,14644,27387,34.840950726844,8.222.235.39
true,1747994950.9952,transparent,6920.7277632932,1741730515.2769,"AS8053 IFX Networks Venezuela C.A.","IFX Networks Venezuela C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"IFX Networks Venezuela C.A.",10.4873,-66.8738,false,"IFX Networks Venezuela C.A",true,"Distrito Federal",success,America/Caracas,,1747779088,1747994950.9952,999,http,190.94.213.234:999,false,2466.8252468109,5738,83361,6.4400273852681,190.94.213.234
true,1747994914.7526,elite,3492.5095350595,1747891794.2926,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Shenzhen Tencent Computer Systems Company Limited",1.352,103.8198,false,"Tencent Cloud Computing",false,"North West",success,Asia/Singapore,858877,1747891795,1747994950.9401,7654,http,43.153.205.191:7654,false,386.72113418579,742,1026,41.968325791855,43.153.205.191
true,1747994155.3613,elite,3548.0617621092,1722396736.6688,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Akamai Technologies, Inc.",1.35208,103.82,false,Linode,true,"North West",success,Asia/Singapore,858877,1747800377,1747994950.7806,80,http,143.42.66.91:80,false,1022.2866535187,308704,62945,83.063320498643,143.42.66.91
true,1747994950.7722,elite,1184.579599253,1745810880.9191,"AS201691 Fannavari Etelaate Samane Kavoshgar Ide Ltd.",weide,Sadra,Asia,AS,Iran,IR,"Phase 1",false,"Fannavari Etelaate Samane Kavoshgar Ide Ltd.",29.7959,52.5117,false,,true,Fars,success,Asia/Tehran,,1747625452,1747994950.7722,80,http,185.88.177.197:80,false,799.04675483704,18570,20703,47.284393858376,185.88.177.197
true,1747994950.7295,elite,10115.771493309,1721428970.3675,"AS20115 Charter Communications LLC",CHARTER-20115,"Sun Prairie","North America",NA,"United States",US,,false,"Charter Communications",43.1899,-89.2185,false,Spectrum,false,Wisconsin,success,America/Chicago,53590,1747953061,1747994950.7295,8118,socks4,24.196.76.180:8118,true,11837.950944901,443,93194,0.47310358084945,24.196.76.180
true,1747994950.5173,elite,507.31538350916,1722099125.2841,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3931,-121.962,false,"DigitalOcean, LLC",true,California,success,America/Los_Angeles,95054,1747785420,1747994950.5173,80,http,144.126.216.57:80,false,485.04209518433,143438,234949,37.907750530541,144.126.216.57
true,1747994950.403,elite,5992.8445894726,1747880056.5327,"AS7552 Viettel Group",VIETEL-AS-AP,"Vũng Tàu",Asia,AS,Vietnam,VN,,false,VIETELmetro,10.3444,107.0875,false,,false,"Bà Rịa–Vũng Tàu Province",success,Asia/Ho_Chi_Minh,790000,1747880211,1747994950.403,10002,http,115.72.12.150:10002,false,12749.682188034,303,1487,16.927374301676,115.72.12.150
true,1747994950.27,elite,6318.5875675398,1744989389.876,"AS149089 CLOUDFLY CORPORATION",CLOUDFLY-VN,"Thanh Khê",Asia,AS,Vietnam,VN,,false,CLOUDFLY,16.0632,108.203,false,"Cloudfly Corporation",true,"Da Nang",success,Asia/Ho_Chi_Minh,,1747409054,1747994950.27,8888,http,103.82.38.236:8888,false,8635.4405879974,2445,48068,4.8403381307782,103.82.38.236
true,1747994949.9755,transparent,5961.9370236541,1747804085.3927,"AS138130 PT PHATRIA INTI PERSADA",PHATRIASULUNG-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT PHATRIA INTI PERSADA",-6.2257,106.8268,false,,false,Jakarta,success,Asia/Jakarta,12950,1747804097,1747994949.9755,8090,http,103.133.25.153:8090,false,5325.484752655,330,3109,9.5958127362605,103.133.25.153
true,1747994949.9626,elite,8807.5558623271,1738281282.2289,"AS140292 CHINATELECOM Jiangsu province Suzhou 5G network",CHINATELECOM-JIANGSU-SUZHOU-5G-NETWORK,Nanjing,Asia,AS,China,CN,,false,"China Telecom",32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1747784326,1747994949.9626,8089,socks4,121.224.157.175:8089,true,5490.7994270325,134,29920,0.44586411126639,121.224.157.175
true,1747994868.3957,elite,1829.9612317766,1747584893.0227,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1747718297,1747994949.9113,16921,http,72.10.160.172:16921,false,1065.0832653046,7,2228,0.31319910514541,72.10.160.172
true,1747994905.8085,transparent,6944.2120172956,1742590399.5289,"AS273237 INGBELL CHILE SPA","INGBELL CHILE SPA",Huechuraba,"South America",SA,Chile,CL,,false,"Ingbell Chile SPA",-33.3597,-70.6745,false,"Cirion Technologies Solutions",true,"Santiago Metropolitan",success,America/Santiago,8580000,1747438452,1747994949.2992,999,http,204.199.140.28:999,false,9052.6990890503,3552,75766,4.4781764542727,204.199.140.28
true,1747994949.2075,transparent,10238.445285032,1740193371.3167,"AS140457 PT Ikhlas Cipta Teknologi",IMEDIANET-AS-ID,Utan,Asia,AS,Indonesia,ID,,false,"PT Ikhlas Cipta Teknologi",-6.20432,106.905,false,,true,Jakarta,success,Asia/Jakarta,13120,1747453101,1747994949.2075,3125,http,103.189.122.78:3125,false,16257.915735245,860,72945,1.1652327078111,103.189.122.78
true,1747994948.837,elite,1251.3355016708,1747733986.3876,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1747733989,1747994948.837,6155,http,67.43.236.18:6155,false,1400.7110595703,10,2093,0.4755111745126,67.43.236.18
true,1747994948.0484,elite,10093.014048738,1722711115.5381,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1747637855,1747994948.0484,34673,socks4,212.83.143.211:34673,true,700.36673545837,361,74466,0.48244617584562,212.83.143.211
true,1747994946.8491,elite,2190.3619245654,1710633660.8527,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Jakarta,Asia,AS,Indonesia,ID,,true,"Shenzhen Tencent Computer Systems Company Limited",-6.2087,106.8455,false,"Tencent Cloud Computing",true,Jakarta,success,Asia/Jakarta,,1747788485,1747994946.8491,8800,http,43.133.136.208:8800,false,5463.326215744,158171,395478,28.568822485004,43.133.136.208
true,1747994946.646,elite,7459.7184513691,1747582400.4387,"AS55990 Huawei Cloud Service data center",HWCSNET,Beijing,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",39.9042,116.4073,false,"Wonten Network Ltd.",false,Beijing,success,Asia/Shanghai,,1747582602,1747994946.646,10809,http,116.204.96.57:10809,false,9434.7269535065,1057,6513,13.963011889036,116.204.96.57
true,1747994946.3061,transparent,6544.934693805,1747544596.7192,"AS138421 China Unicom",CU-CN-AS,Shanghai,Asia,AS,China,CN,,false,"CNC Group CHINA169 Shanghai Province Network",31.2304,121.474,false,,false,Shanghai,success,Asia/Shanghai,200000,1747544612,1747994946.3061,8444,http,58.247.254.150:8444,false,5179.5179843903,2803,5483,33.828143857108,58.247.254.150
true,1747994946.0464,transparent,6514.8898810003,1710540045.7193,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Wallingford,"North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",41.4568,-72.8245,false,"Comcast Cable Communications, LLC",true,Connecticut,success,America/New_York,06492,1747785024,1747994946.0464,8085,http,50.235.247.114:8085,false,14801.278114319,30767,474030,6.0949252867985,50.235.247.114
true,1747994945.9799,transparent,591.47930145264,1747994945.9799,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Richardson,"North America",NA,"United States",US,,true,"Akamai Technologies, Inc.",32.9473,-96.7028,false,Linode,false,Texas,success,America/Chicago,75081,1747994956,1747994945.9799,3128,http,45.33.24.46:3128,false,591.47930145264,1,0,100,45.33.24.46
true,1747994943.6031,elite,369.93850324262,1747750832.9427,"AS41745 Baykov Ilya Sergeevich",FORTIS-AS,Helsinki,Europe,EU,Finland,FI,,false,"Baykov Ilya Sergeevich",60.1698,24.9383,false,"Baykov Ilya Sergeevich",false,Uusimaa,success,Europe/Helsinki,,1747750833,1747994943.6031,8080,http,45.14.165.47:8080,false,129.05526161194,3520,882,79.963652885052,45.14.165.47
true,1747990558.7622,transparent,335.32170377156,1747134543.4194,"AS30058 FDCservers.net",FDCSERVERS,Houston,"North America",NA,"United States",US,Northside/Northline,false,FDCservers.net,29.9441,-95.4164,false,FDCservers.net,false,Texas,success,America/Chicago,77060,1747739374,1747994943.3391,80,http,23.237.210.82:80,false,243.20125579834,15586,391,97.552732052325,23.237.210.82
true,1747994942.6496,elite,5760.5845048458,1730717869.3216,"AS393886 Leaseweb USA, Inc.",LEASEWEB-USA-MIA,Miami,"North America",NA,"United States",US,,true,"Leaseweb USA, Inc.",25.7701,-80.1928,false,"Leaseweb USA, Inc",true,Florida,success,America/New_York,33197,1747785010,1747994942.6496,80,http,23.82.137.158:80,false,3689.4903182983,62830,181288,25.737553150526,23.82.137.158
true,1747994942.5596,transparent,6815.713040969,1747977249.8017,"AS23969 TOT Public Company Limited",TOT-NET,"Na Di",Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",14.1182,101.7841,false,"TOT Public Company Limited",false,"Prachin Buri",success,Asia/Bangkok,25220,1747977702,1747994942.5596,8080,http,101.109.101.21:8080,false,10588.020801544,34,284,10.691823899371,101.109.101.21
true,1747994942.5378,elite,5074.8510108462,1744496642.6931,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6925,3.17828,false,"Klaba Octave",true,Hauts-de-France,success,Europe/Paris,59100,1747524791,1747994942.5378,50009,http,178.33.156.198:50009,false,6380.5594444275,1947,53937,3.4840025767662,178.33.156.198
true,1747994942.3881,transparent,8371.9963985221,1746302555.7956,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Vietnam Posts and Telecommunications Group",21.0278,105.834,false,VNPT,true,Hanoi,success,Asia/Bangkok,,1747512208,1747994942.3881,3128,http,14.225.253.112:3128,false,10103.924751282,1526,27177,5.3165174372017,14.225.253.112
true,1747994661.9374,elite,1540.8851419176,1745126454.5269,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1747994665,1747994941.9459,9489,http,67.43.228.251:9489,false,1457.3376178741,7,111,5.9322033898305,67.43.228.251
true,1747994904.0699,elite,10674.980658473,1715151043.9449,"AS9341 PT INDONESIA COMNETS PLUS",ICONPLN-ID-AP-ISP,Gandul,Asia,AS,Indonesia,ID,,false,ICONPLN,-6.34212,106.787,false,,true,"West Java",success,Asia/Jakarta,,1747607633,1747994941.654,8080,socks4,103.78.75.91:8080,true,13305.646657944,1057,155562,0.67488618877659,103.78.75.91
true,1747994941.3091,elite,5295.8534628886,1732331630.0485,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,ALICLOUD-US,true,California,success,America/Los_Angeles,,1747474838,1747994941.3091,5060,http,47.251.87.74:5060,false,2476.8197536469,1097,145651,0.74754000054515,47.251.87.74
